brand,year,age,km_driven,fuel_type,transmission,inspection_grade,owner_type,city,selling_price,km_per_year
Ford,2014,11,122441,CNG,Manual,A,1st,Mumbai,106252,11131
Hyundai,2011,14,128114,Diesel,Manual,C,1st,Delhi,115648,9151
Ford,2012,13,228774,Diesel,Manual,A,1st,Chennai,97106,17598
Kia,2013,12,110316,Diesel,Automatic,B,1st,Ahmedabad,230614,9193
Toyota,2015,10,85510,Petrol,Manual,A,1st,Kolkata,196913,8551
Toyota,2014,11,189662,Diesel,Manual,A,1st,Chennai,180127,17242
Maruti,2019,6,87528,Diesel,Manual,B,1st,Pune,205727,14588
Honda,2013,12,169140,Diesel,Manual,A,1st,Chennai,163169,14095
Maruti,2022,3,34137,Diesel,Manual,A,1st,Kolkata,370807,11379
Maruti,2011,14,250000,Petrol,Manual,D,2nd,Delhi,30718,17857
Kia,2021,4,54012,Diesel,Manual,A,1st,Mumbai,512695,13503
Hyundai,2020,5,41260,Petrol,Manual,B,2nd,Pune,270538,8252
Mahindra,2014,11,143913,Petrol,Manual,C,1st,Chennai,96657,13083
Toyota,2014,11,162690,Diesel,Automatic,C,1st,Hyderabad,173243,14790
Toyota,2020,5,81850,Petrol,Manual,A,1st,Kolkata,392097,16370
Kia,2016,9,148032,Diesel,Manual,A,2nd,Pune,179174,16448
Maruti,2010,15,250000,Petrol,Manual,B,1st,Kolkata,51062,16666
Maruti,2013,12,176100,Petrol,Manual,B,2nd,Kolkata,63958,14675
Hyundai,2020,5,53005,Petrol,Manual,B,2nd,Mumbai,242843,10601
Maruti,2014,11,190949,Petrol,Automatic,A,3rd,Delhi,75175,17359
Maruti,2017,8,126144,Diesel,Automatic,B,3rd,Bangalore,138602,15768
Hyundai,2021,4,42568,Diesel,Automatic,A,2nd,Chennai,547633,10642
Mahindra,2021,4,59708,CNG,Manual,A,1st,Hyderabad,399065,14927
Honda,2017,8,128632,Petrol,Manual,B,1st,Ahmedabad,177843,16079
Hyundai,2010,15,222465,Diesel,Manual,B,1st,Bangalore,99334,14831
Tata,2014,11,121429,Diesel,Automatic,B,2nd,Pune,145112,11039
Maruti,2019,6,68292,Petrol,Automatic,B,2nd,Bangalore,203580,11382
Maruti,2010,15,250000,Diesel,Manual,A,1st,Chennai,73288,16666
Mahindra,2010,15,237525,Diesel,Manual,C,2nd,Chennai,73619,15835
Tata,2011,14,149940,Petrol,Manual,D,1st,Bangalore,57138,10710
Mahindra,2011,14,146888,Diesel,Manual,B,1st,Kolkata,127607,10492
Maruti,2018,7,56665,Petrol,Automatic,B,2nd,Kolkata,189700,8095
Toyota,2013,12,149268,Petrol,Manual,C,2nd,Hyderabad,109956,12439
Tata,2012,13,107159,Petrol,Manual,A,2nd,Mumbai,101285,8243
Honda,2020,5,83645,CNG,Automatic,D,3rd,Chennai,207636,16729
Tata,2010,15,185565,Petrol,Manual,A,3rd,Ahmedabad,70243,12371
Ford,2021,4,39340,Petrol,Manual,C,1st,Ahmedabad,242067,9835
Honda,2011,14,165998,Diesel,Manual,B,1st,Kolkata,129295,11857
Honda,2015,10,152670,Diesel,Manual,B,1st,Chennai,138488,15267
Kia,2018,7,125083,Diesel,Manual,A,2nd,Delhi,271437,17869
Mahindra,2014,11,153747,Petrol,Manual,B,1st,Chennai,101917,13977
Hyundai,2013,12,174480,Diesel,Automatic,C,1st,Delhi,125328,14540
Mahindra,2022,3,25803,Petrol,Manual,D,1st,Bangalore,257899,8601
Hyundai,2014,11,156024,Diesel,Manual,B,1st,Hyderabad,123041,14184
Maruti,2018,7,105826,Diesel,Automatic,B,1st,Ahmedabad,229465,15118
Honda,2021,4,46048,Diesel,Manual,B,1st,Ahmedabad,450295,11512
Volkswagen,2022,3,46914,Diesel,Automatic,B,2nd,Ahmedabad,493504,15638
Volkswagen,2016,9,133137,Diesel,Manual,A,1st,Delhi,188032,14793
Hyundai,2017,8,129056,Diesel,Manual,B,3rd,Delhi,139818,16132
Honda,2013,12,207180,Petrol,Manual,C,2nd,Mumbai,68451,17265
Maruti,2020,5,48175,Petrol,Manual,C,2nd,Bangalore,147545,9635
Kia,2017,8,131704,CNG,Automatic,B,1st,Delhi,236003,16463
Kia,2015,10,141110,Petrol,Manual,A,1st,Delhi,148798,14111
Tata,2014,11,176814,Diesel,Manual,C,1st,Kolkata,87103,16074
Toyota,2022,3,35826,Diesel,Manual,D,2nd,Bangalore,341135,11942
Mahindra,2021,4,48256,Petrol,Manual,B,1st,Chennai,314008,12064
Honda,2016,9,159282,CNG,Automatic,D,2nd,Hyderabad,108284,17698
Maruti,2015,10,146390,Diesel,Automatic,D,3rd,Pune,63413,14639
Hyundai,2012,13,196391,Diesel,Manual,B,1st,Pune,103163,15107
Tata,2014,11,149490,Petrol,Manual,C,1st,Kolkata,69415,13590
Tata,2018,7,57344,Diesel,Manual,B,2nd,Ahmedabad,205801,8192
Hyundai,2016,9,76563,Petrol,Manual,C,2nd,Bangalore,119667,8507
Volkswagen,2021,4,36644,Diesel,Manual,A,2nd,Pune,431035,9161
Maruti,2013,12,185736,Diesel,Manual,B,1st,Mumbai,74895,15478
Honda,2016,9,107991,Petrol,Automatic,A,2nd,Ahmedabad,220461,11999
Tata,2014,11,172964,Diesel,Manual,B,1st,Pune,100301,15724
Tata,2020,5,71650,Petrol,Manual,D,1st,Mumbai,174374,14330
Tata,2022,3,45039,Diesel,Manual,B,1st,Hyderabad,360271,15013
Maruti,2011,14,202020,Diesel,Automatic,A,3rd,Mumbai,94036,14430
Maruti,2022,3,34620,Petrol,Manual,D,1st,Kolkata,166844,11540
Tata,2015,10,125670,Petrol,Manual,A,1st,Bangalore,112325,12567
Honda,2016,9,86922,CNG,Manual,C,1st,Kolkata,134829,9658
Maruti,2017,8,81080,Petrol,Manual,C,2nd,Kolkata,94114,10135
Mahindra,2015,10,125310,Petrol,Manual,B,1st,Chennai,122875,12531
Hyundai,2017,8,111144,Petrol,Automatic,B,1st,Pune,223862,13893
Tata,2016,9,106227,Petrol,Automatic,A,3rd,Mumbai,154762,11803
Toyota,2011,14,165662,Diesel,Automatic,B,1st,Bangalore,209843,11833
Maruti,2023,2,19730,Diesel,Automatic,A,2nd,Mumbai,479197,9865
Maruti,2015,10,170380,Petrol,Manual,B,1st,Delhi,69416,17038
Mahindra,2018,7,120050,Petrol,Automatic,B,1st,Delhi,260015,17150
Tata,2021,4,43612,Petrol,Manual,C,1st,Chennai,237556,10903
Tata,2015,10,131820,CNG,Manual,D,3rd,Ahmedabad,46921,13182
Toyota,2013,12,207468,Diesel,Manual,B,1st,Kolkata,132186,17289
Toyota,2016,9,122337,Diesel,Manual,B,1st,Pune,211500,13593
Renault,2012,13,208832,Diesel,Manual,C,2nd,Delhi,61010,16064
Honda,2014,11,122001,CNG,Manual,A,3rd,Delhi,112732,11091
Honda,2010,15,250000,CNG,Manual,C,1st,Mumbai,74138,16666
Hyundai,2019,6,64518,Petrol,Manual,A,1st,Mumbai,263925,10753
Maruti,2012,13,126477,Electric,Automatic,B,1st,Hyderabad,109933,9729
Honda,2017,8,79928,CNG,Manual,D,2nd,Chennai,122873,9991
Maruti,2018,7,90419,Petrol,Manual,D,1st,Delhi,102610,12917
Volkswagen,2018,7,83496,Diesel,Manual,B,2nd,Hyderabad,241977,11928
Honda,2019,6,55782,Diesel,Manual,A,1st,Ahmedabad,410196,9297
Honda,2011,14,250000,Diesel,Manual,D,1st,Mumbai,68469,17857
Hyundai,2013,12,116928,Petrol,Automatic,C,2nd,Kolkata,112580,9744
Maruti,2014,11,102157,Diesel,Manual,B,2nd,Pune,91903,9287
Maruti,2012,13,197834,Petrol,Automatic,A,2nd,Hyderabad,90624,15218
Hyundai,2022,3,29622,Diesel,Automatic,C,2nd,Kolkata,438938,9874
Maruti,2020,5,75060,CNG,Manual,A,1st,Ahmedabad,230188,15012
Tata,2010,15,173055,Diesel,Automatic,D,2nd,Delhi,85798,11537
Ford,2015,10,168240,Petrol,Manual,B,2nd,Hyderabad,70574,16824
Ford,2023,2,31458,Diesel,Automatic,B,1st,Kolkata,575588,15729
Tata,2019,6,94320,Petrol,Manual,B,1st,Bangalore,191910,15720
Maruti,2011,14,216762,Diesel,Automatic,B,2nd,Chennai,88650,15483
Ford,2018,7,86940,Diesel,Manual,C,1st,Delhi,187275,12420
Ford,2010,15,224850,Petrol,Automatic,B,1st,Bangalore,94913,14990
Maruti,2020,5,41110,Petrol,Manual,C,2nd,Pune,150189,8222
Mahindra,2018,7,96075,Diesel,Manual,C,1st,Hyderabad,223145,13725
Maruti,2016,9,79542,Petrol,Manual,A,2nd,Pune,102017,8838
Toyota,2020,5,64415,CNG,Automatic,B,1st,Delhi,505174,12883
Kia,2022,3,24114,Petrol,Manual,B,1st,Hyderabad,412607,8038
Maruti,2019,6,107916,Petrol,Automatic,B,2nd,Ahmedabad,176850,17986
Ford,2011,14,122780,Diesel,Automatic,B,1st,Chennai,144213,8770
Tata,2023,2,22668,Diesel,Manual,A,2nd,Pune,413008,11334
Renault,2015,10,104320,Diesel,Manual,B,1st,Pune,110939,10432
Hyundai,2017,8,108240,Diesel,Manual,B,3rd,Chennai,150768,13530
Toyota,2011,14,236544,Diesel,Automatic,D,2nd,Mumbai,97526,16896
Maruti,2014,11,149457,Diesel,Automatic,C,1st,Bangalore,107101,13587
Hyundai,2022,3,36609,Petrol,Manual,B,2nd,Chennai,300675,12203
Maruti,2021,4,36840,Petrol,Manual,C,2nd,Bangalore,180817,9210
Renault,2020,5,72005,Petrol,Automatic,C,2nd,Kolkata,205248,14401
Toyota,2015,10,87630,Petrol,Manual,B,1st,Kolkata,168776,8763
Toyota,2012,13,108563,Petrol,Automatic,A,3rd,Hyderabad,185896,8351
Volkswagen,2023,2,32934,Petrol,Manual,C,1st,Bangalore,369638,16467
Maruti,2021,4,46220,Electric,Automatic,A,2nd,Pune,317685,11555
Hyundai,2011,14,230636,Petrol,Manual,C,1st,Delhi,69944,16474
Maruti,2020,5,58335,Petrol,Manual,B,1st,Mumbai,196906,11667
Maruti,2015,10,179100,Diesel,Manual,B,1st,Kolkata,83541,17910
Maruti,2012,13,108134,Petrol,Manual,C,1st,Bangalore,71515,8318
Hyundai,2011,14,236824,Petrol,Manual,A,1st,Kolkata,93471,16916
Maruti,2010,15,235830,Petrol,Automatic,B,1st,Bangalore,68945,15722
Maruti,2023,2,19336,Petrol,Manual,B,3rd,Chennai,212541,9668
Maruti,2017,8,99760,Petrol,Automatic,C,1st,Delhi,137473,12470
Maruti,2010,15,142860,Petrol,Manual,C,1st,Ahmedabad,68011,9524
Renault,2021,4,38904,CNG,Automatic,C,3rd,Chennai,209280,9726
Mahindra,2014,11,134695,Petrol,Manual,A,1st,Bangalore,123949,12245
Renault,2020,5,55815,Petrol,Manual,A,1st,Ahmedabad,250014,11163
Hyundai,2015,10,147950,Diesel,Manual,C,2nd,Kolkata,89637,14795
Maruti,2020,5,73790,Petrol,Manual,B,1st,Hyderabad,179178,14758
Toyota,2021,4,51236,Petrol,Manual,B,1st,Chennai,441926,12809
Hyundai,2021,4,32956,Diesel,Automatic,B,1st,Chennai,479022,8239
Maruti,2012,13,111930,CNG,Manual,D,1st,Delhi,56842,8610
Maruti,2023,2,16456,Diesel,Manual,A,2nd,Ahmedabad,333884,8228
Maruti,2016,9,117072,Petrol,Automatic,A,1st,Pune,157746,13008
Maruti,2011,14,237258,Electric,Manual,C,2nd,Kolkata,45044,16947
Hyundai,2016,9,133866,Petrol,Automatic,A,2nd,Chennai,179884,14874
Tata,2011,14,230986,Petrol,Automatic,B,1st,Chennai,92867,16499
Maruti,2014,11,192500,Petrol,Automatic,C,1st,Kolkata,77556,17500
Maruti,2016,9,84168,Diesel,Manual,A,1st,Mumbai,149092,9352
Toyota,2020,5,56250,Petrol,Manual,A,2nd,Bangalore,401421,11250
Maruti,2020,5,44605,Diesel,Manual,B,2nd,Delhi,211215,8921
Hyundai,2023,2,17470,CNG,Manual,A,1st,Chennai,454560,8735
Ford,2012,13,148226,Petrol,Manual,C,3rd,Pune,55444,11402
Maruti,2023,2,27790,Diesel,Automatic,A,1st,Ahmedabad,508274,13895
Maruti,2020,5,69215,Petrol,Manual,A,3rd,Pune,174641,13843
Honda,2013,12,136356,Petrol,Manual,B,2nd,Bangalore,114563,11363
Hyundai,2010,15,137655,Petrol,Manual,D,1st,Delhi,70909,9177
Honda,2012,13,170040,Diesel,Manual,D,1st,Pune,97291,13080
Toyota,2018,7,62426,Petrol,Manual,C,1st,Chennai,259771,8918
Maruti,2019,6,66270,Diesel,Automatic,B,1st,Hyderabad,275711,11045
Honda,2014,11,183337,CNG,Manual,B,2nd,Pune,88675,16667
Honda,2017,8,66640,CNG,Automatic,C,2nd,Mumbai,213937,8330
Maruti,2011,14,116872,Petrol,Manual,B,2nd,Delhi,68359,8348
Tata,2012,13,182767,Petrol,Automatic,C,1st,Hyderabad,91883,14059
Maruti,2016,9,76203,Petrol,Manual,A,1st,Delhi,118850,8467
Honda,2023,2,19502,Diesel,Manual,B,3rd,Kolkata,415864,9751
Maruti,2019,6,52116,Electric,Manual,B,1st,Kolkata,196307,8686
Hyundai,2013,12,147168,Diesel,Automatic,A,2nd,Ahmedabad,178153,12264
Hyundai,2018,7,108052,Diesel,Automatic,C,1st,Kolkata,252039,15436
Toyota,2023,2,35826,Petrol,Manual,C,1st,Delhi,456201,17913
Maruti,2016,9,145161,Diesel,Manual,A,1st,Mumbai,129601,16129
Hyundai,2023,2,35938,Petrol,Manual,D,1st,Kolkata,282945,17969
Hyundai,2020,5,56285,Petrol,Manual,B,1st,Hyderabad,271955,11257
Mahindra,2021,4,59496,CNG,Manual,D,1st,Ahmedabad,243545,14874
Honda,2010,15,250000,Diesel,Manual,B,1st,Chennai,95632,16666
Tata,2013,12,161292,Petrol,Manual,C,1st,Kolkata,78177,13441
Mahindra,2019,6,98670,Petrol,Manual,D,1st,Kolkata,175405,16445
Ford,2020,5,78100,Petrol,Automatic,C,2nd,Bangalore,246514,15620
Hyundai,2015,10,80260,Diesel,Manual,A,2nd,Ahmedabad,157426,8026
Honda,2015,10,106180,Petrol,Manual,A,3rd,Hyderabad,125566,10618
Toyota,2019,6,53916,CNG,Automatic,B,1st,Ahmedabad,466365,8986
Kia,2015,10,96130,Petrol,Manual,B,2nd,Pune,131587,9613
Ford,2014,11,191070,Petrol,Manual,C,1st,Delhi,67323,17370
Hyundai,2012,13,139698,Petrol,Automatic,C,1st,Pune,124609,10746
Maruti,2011,14,236418,Petrol,Manual,B,2nd,Hyderabad,47813,16887
Honda,2012,13,189956,Diesel,Manual,B,1st,Bangalore,131740,14612
Mahindra,2018,7,79632,Diesel,Manual,C,1st,Kolkata,234398,11376
Honda,2012,13,126815,Petrol,Manual,B,1st,Pune,131828,9755
Honda,2012,13,219024,Petrol,Manual,C,2nd,Hyderabad,73310,16848
Toyota,2010,15,187095,Diesel,Manual,B,1st,Ahmedabad,137812,12473
Hyundai,2011,14,129808,Petrol,Manual,B,1st,Ahmedabad,110694,9272
Toyota,2020,5,74555,Petrol,Manual,D,3rd,Bangalore,181316,14911
Hyundai,2021,4,48020,Petrol,Automatic,B,1st,Kolkata,414571,12005
Hyundai,2012,13,117312,Diesel,Automatic,C,1st,Ahmedabad,159047,9024
Hyundai,2011,14,148190,Petrol,Automatic,B,1st,Mumbai,140796,10585
Mahindra,2017,8,122912,Petrol,Automatic,B,1st,Delhi,235592,15364
Maruti,2015,10,179230,Diesel,Manual,D,1st,Kolkata,58469,17923
Maruti,2016,9,125964,CNG,Automatic,C,3rd,Kolkata,80492,13996
Renault,2010,15,250000,Petrol,Manual,D,1st,Chennai,41002,16666
Maruti,2015,10,145720,Petrol,Automatic,D,2nd,Hyderabad,60652,14572
Honda,2011,14,115752,Diesel,Manual,A,1st,Mumbai,176058,8268
Honda,2022,3,31968,Petrol,Automatic,D,1st,Pune,377995,10656
Honda,2015,10,94320,Petrol,Manual,A,1st,Ahmedabad,166089,9432
Tata,2012,13,200733,Diesel,Manual,A,1st,Kolkata,106111,15441
Maruti,2016,9,146214,CNG,Automatic,C,1st,Hyderabad,106177,16246
Honda,2012,13,182546,Diesel,Automatic,B,1st,Kolkata,171657,14042
Hyundai,2018,7,102977,Petrol,Manual,D,2nd,Mumbai,121990,14711
Tata,2012,13,228592,Diesel,Manual,B,2nd,Bangalore,68642,17584
Maruti,2016,9,161865,Petrol,Manual,B,2nd,Mumbai,82387,17985
Honda,2021,4,64492,Petrol,Manual,A,1st,Pune,399732,16123
Maruti,2013,12,170724,CNG,Manual,B,1st,Pune,71895,14227
Maruti,2017,8,82728,CNG,Automatic,B,2nd,Bangalore,153279,10341
Maruti,2023,2,22034,Petrol,Manual,A,1st,Ahmedabad,346740,11017
Maruti,2011,14,226170,Petrol,Automatic,C,1st,Mumbai,59718,16155
Toyota,2017,8,133264,Petrol,Manual,D,1st,Hyderabad,157069,16658
Maruti,2018,7,117292,Diesel,Manual,B,1st,Chennai,175478,16756
Volkswagen,2022,3,31290,CNG,Manual,B,1st,Delhi,405656,10430
Renault,2017,8,98040,Petrol,Manual,A,1st,Pune,157810,12255
Honda,2015,10,143730,Petrol,Manual,A,2nd,Chennai,126886,14373
Maruti,2019,6,92226,Petrol,Automatic,B,1st,Mumbai,221163,15371
Hyundai,2010,15,146910,Petrol,Manual,B,1st,Kolkata,101746,9794
Toyota,2016,9,79479,Diesel,Manual,B,3rd,Kolkata,201255,8831
Hyundai,2010,15,218085,Diesel,Manual,A,1st,Bangalore,116240,14539
Maruti,2016,9,74529,Petrol,Manual,A,2nd,Ahmedabad,103974,8281
Honda,2023,2,29896,Petrol,Manual,D,1st,Pune,307555,14948
Toyota,2011,14,217518,Petrol,Automatic,C,3rd,Pune,98298,15537
Toyota,2017,8,93256,Petrol,Manual,B,2nd,Hyderabad,217966,11657
Maruti,2011,14,162778,Petrol,Manual,B,1st,Ahmedabad,75722,11627
Tata,2012,13,212290,Petrol,Manual,B,3rd,Delhi,59618,16330
Maruti,2022,3,42294,Petrol,Automatic,C,2nd,Delhi,240088,14098
Maruti,2021,4,50192,Petrol,Automatic,C,1st,Kolkata,253277,12548
Ford,2012,13,200811,Diesel,Automatic,B,3rd,Hyderabad,95926,15447
Maruti,2010,15,250000,Petrol,Manual,C,1st,Ahmedabad,44187,16666
Maruti,2014,11,162217,Diesel,Automatic,C,1st,Ahmedabad,90103,14747
Maruti,2014,11,183942,Diesel,Automatic,C,2nd,Mumbai,75775,16722
Ford,2019,6,107550,Diesel,Automatic,D,2nd,Delhi,183415,17925
Toyota,2014,11,192797,Petrol,Manual,B,1st,Hyderabad,122057,17527
Tata,2023,2,23404,Diesel,Automatic,C,1st,Kolkata,464631,11702
Mahindra,2022,3,24324,Petrol,Manual,D,1st,Mumbai,260770,8108
Maruti,2018,7,113162,CNG,Manual,B,1st,Hyderabad,136861,16166
Hyundai,2015,10,87220,Diesel,Manual,A,1st,Delhi,162098,8722
Hyundai,2015,10,84980,Petrol,Automatic,C,1st,Ahmedabad,139632,8498
Maruti,2012,13,225030,Petrol,Automatic,C,2nd,Chennai,53976,17310
Honda,2014,11,194777,CNG,Automatic,B,1st,Delhi,125758,17707
Volkswagen,2019,6,89952,CNG,Manual,A,1st,Delhi,291300,14992
Maruti,2016,9,97470,CNG,Manual,D,1st,Kolkata,69832,10830
Maruti,2012,13,149721,Diesel,Automatic,B,3rd,Kolkata,94517,11517
Maruti,2011,14,199948,Diesel,Manual,B,1st,Chennai,71443,14282
Maruti,2014,11,90948,Diesel,Manual,D,1st,Mumbai,70390,8268
Ford,2012,13,214864,Petrol,Automatic,B,1st,Ahmedabad,91728,16528
Hyundai,2014,11,144617,Petrol,Manual,C,2nd,Pune,73993,13147
Hyundai,2018,7,92925,Diesel,Automatic,C,1st,Pune,265344,13275
Mahindra,2020,5,75915,Petrol,Automatic,D,3rd,Hyderabad,202487,15183
Maruti,2019,6,83538,Diesel,Manual,B,2nd,Kolkata,182113,13923
Honda,2010,15,177360,Petrol,Automatic,D,1st,Mumbai,102253,11824
Hyundai,2013,12,110292,Diesel,Manual,B,2nd,Mumbai,117250,9191
Honda,2019,6,90354,Petrol,Manual,B,1st,Hyderabad,267469,15059
Kia,2014,11,91872,Petrol,Manual,B,1st,Mumbai,153166,8352
Mahindra,2011,14,147854,Petrol,Automatic,B,1st,Pune,135653,10561
Hyundai,2021,4,32816,Petrol,Automatic,B,2nd,Bangalore,354257,8204
Toyota,2011,14,158606,CNG,Manual,C,1st,Pune,119375,11329
Maruti,2010,15,146790,Diesel,Manual,C,2nd,Delhi,66717,9786
Maruti,2023,2,20862,CNG,Manual,C,3rd,Bangalore,201850,10431
Maruti,2017,8,91424,Petrol,Manual,C,2nd,Hyderabad,92995,11428
Hyundai,2011,14,145208,Petrol,Manual,B,1st,Ahmedabad,94360,10372
Honda,2012,13,131521,Petrol,Manual,A,2nd,Ahmedabad,122786,10117
Tata,2021,4,34244,Petrol,Automatic,B,1st,Pune,378381,8561
Volkswagen,2011,14,138418,Petrol,Automatic,A,2nd,Ahmedabad,149436,9887
Honda,2013,12,147252,Petrol,Manual,B,1st,Chennai,117752,12271
Honda,2023,2,29308,CNG,Manual,C,1st,Kolkata,416090,14654
Maruti,2010,15,250000,CNG,Automatic,B,2nd,Chennai,61414,16666
Maruti,2012,13,109096,CNG,Manual,C,1st,Hyderabad,71975,8392
Honda,2014,11,90684,CNG,Manual,B,1st,Pune,142392,8244
Hyundai,2019,6,78186,Petrol,Manual,A,2nd,Pune,218676,13031
Toyota,2010,15,244815,Diesel,Automatic,A,2nd,Ahmedabad,163555,16321
Maruti,2013,12,176736,Petrol,Manual,B,2nd,Ahmedabad,64165,14728
Maruti,2015,10,178740,Petrol,Automatic,A,3rd,Hyderabad,83086,17874
Hyundai,2013,12,152448,Diesel,Manual,B,3rd,Mumbai,92818,12704
Maruti,2016,9,144504,CNG,Manual,A,2nd,Delhi,91159,16056
Maruti,2023,2,22180,Diesel,Automatic,C,1st,Bangalore,381371,11090
Mahindra,2016,9,115596,Diesel,Manual,B,1st,Hyderabad,180677,12844
Maruti,2015,10,98520,Petrol,Manual,B,1st,Chennai,78878,9852
Tata,2018,7,105994,Petrol,Manual,A,2nd,Delhi,165078,15142
Maruti,2011,14,214998,Petrol,Automatic,A,2nd,Delhi,79927,15357
Maruti,2022,3,47460,Electric,Automatic,B,2nd,Ahmedabad,306950,15820
Hyundai,2019,6,59622,CNG,Manual,D,1st,Mumbai,174591,9937
Toyota,2017,8,103944,Diesel,Automatic,B,1st,Chennai,382176,12993
Hyundai,2017,8,113168,Petrol,Manual,A,1st,Delhi,177782,14146
Mahindra,2020,5,44505,Petrol,Manual,A,2nd,Chennai,292170,8901
Maruti,2019,6,96546,Petrol,Manual,C,3rd,Bangalore,115070,16091
Mahindra,2023,2,18712,CNG,Manual,D,1st,Chennai,311188,9356
Maruti,2023,2,18726,Petrol,Manual,A,2nd,Delhi,308289,9363
Tata,2020,5,71515,Petrol,Manual,C,2nd,Pune,166838,14303
Honda,2013,12,205032,Petrol,Manual,B,1st,Chennai,92104,17086
Volkswagen,2015,10,114860,CNG,Manual,C,2nd,Chennai,90219,11486
Hyundai,2020,5,77160,Petrol,Automatic,B,2nd,Ahmedabad,324637,15432
Maruti,2015,10,142100,Diesel,Manual,A,2nd,Pune,88897,14210
Maruti,2014,11,109703,Petrol,Manual,C,2nd,Chennai,65272,9973
Toyota,2023,2,34620,Petrol,Manual,C,1st,Delhi,416885,17310
Honda,2010,15,250000,Petrol,Manual,D,2nd,Kolkata,50072,16666
Mahindra,2012,13,160368,Diesel,Automatic,B,1st,Bangalore,161963,12336
Maruti,2016,9,97164,CNG,Manual,A,1st,Chennai,113286,10796
Hyundai,2017,8,122368,Petrol,Manual,B,2nd,Bangalore,148742,15296
Maruti,2011,14,248290,Petrol,Automatic,C,1st,Delhi,58478,17735
Renault,2012,13,109512,Diesel,Manual,B,2nd,Hyderabad,93243,8424
Tata,2013,12,135552,Diesel,Manual,C,1st,Kolkata,89863,11296
Volkswagen,2023,2,35458,Petrol,Automatic,A,2nd,Ahmedabad,548000,17729
Maruti,2020,5,46000,Petrol,Manual,A,2nd,Chennai,192903,9200
Tata,2014,11,167860,Diesel,Manual,C,1st,Bangalore,81533,15260
Tata,2012,13,227318,Diesel,Manual,B,1st,Chennai,77176,17486
Hyundai,2014,11,155540,Electric,Automatic,B,1st,Mumbai,127034,14140
Toyota,2017,8,133000,CNG,Automatic,B,2nd,Ahmedabad,263253,16625
Volkswagen,2017,8,86360,Petrol,Manual,A,2nd,Mumbai,189986,10795
Ford,2023,2,19930,Diesel,Manual,C,1st,Ahmedabad,381683,9965
Mahindra,2011,14,218778,Petrol,Automatic,A,2nd,Delhi,119314,15627
Maruti,2015,10,136330,Diesel,Manual,C,1st,Kolkata,84016,13633
Maruti,2013,12,178416,Diesel,Manual,B,2nd,Pune,67906,14868
Renault,2018,7,60676,Petrol,Manual,B,1st,Bangalore,175480,8668
Maruti,2019,6,90408,CNG,Automatic,C,1st,Bangalore,181260,15068
Mahindra,2011,14,174524,Diesel,Manual,B,1st,Pune,122449,12466
Mahindra,2017,8,138480,CNG,Manual,A,1st,Pune,181575,17310
Tata,2010,15,199620,Petrol,Automatic,A,3rd,Kolkata,85090,13308
Kia,2020,5,64800,Petrol,Manual,D,1st,Chennai,236050,12960
Hyundai,2015,10,103070,Diesel,Manual,B,1st,Mumbai,129165,10307
Hyundai,2020,5,76775,CNG,Automatic,B,3rd,Chennai,289110,15355
Maruti,2020,5,72020,Petrol,Manual,A,1st,Chennai,211266,14404
Hyundai,2023,2,25304,Petrol,Manual,C,1st,Pune,339259,12652
Maruti,2021,4,37148,Petrol,Manual,A,2nd,Delhi,245678,9287
Hyundai,2019,6,59166,Diesel,Manual,B,1st,Hyderabad,278994,9861
Toyota,2022,3,32952,Diesel,Manual,B,2nd,Delhi,548190,10984
Volkswagen,2010,15,196935,Diesel,Automatic,C,1st,Delhi,126453,13129
Maruti,2011,14,123242,CNG,Manual,B,3rd,Delhi,66617,8803
Hyundai,2012,13,158574,Diesel,Manual,B,1st,Kolkata,111686,12198
Volkswagen,2018,7,76699,Petrol,Manual,B,1st,Chennai,232306,10957
Maruti,2014,11,164857,Diesel,Manual,B,2nd,Chennai,71458,14987
Maruti,2019,6,89568,Diesel,Automatic,D,1st,Chennai,184920,14928
Maruti,2019,6,51000,Electric,Automatic,C,1st,Chennai,212809,8500
Honda,2021,4,36912,Petrol,Manual,A,2nd,Kolkata,372240,9228
Maruti,2011,14,113344,Petrol,Manual,B,1st,Kolkata,79087,8096
Renault,2019,6,87240,Petrol,Manual,C,1st,Kolkata,165508,14540
Hyundai,2014,11,177221,Diesel,Automatic,B,2nd,Pune,138481,16111
Honda,2014,11,130724,Petrol,Manual,B,1st,Mumbai,120813,11884
Maruti,2010,15,174570,Diesel,Manual,A,1st,Bangalore,95615,11638
Hyundai,2012,13,164541,Diesel,Manual,A,1st,Mumbai,133850,12657
Tata,2014,11,115973,Petrol,Manual,A,1st,Bangalore,112956,10543
Mahindra,2018,7,109893,Diesel,Manual,B,1st,Chennai,233725,15699
Mahindra,2019,6,105474,CNG,Manual,D,3rd,Kolkata,133670,17579
Honda,2010,15,250000,Diesel,Manual,C,2nd,Kolkata,80297,16666
Ford,2017,8,112736,Petrol,Manual,A,3rd,Mumbai,133348,14092
Toyota,2010,15,245745,Petrol,Manual,C,2nd,Bangalore,77092,16383
Mahindra,2018,7,100667,Diesel,Manual,C,1st,Hyderabad,232256,14381
Maruti,2015,10,82240,Petrol,Automatic,B,1st,Delhi,123631,8224
Maruti,2010,15,230340,Diesel,Automatic,B,1st,Kolkata,92820,15356
Maruti,2017,8,70176,Electric,Automatic,B,2nd,Kolkata,161762,8772
